model	term	estimate	std.error	statistic	p.value	conf.low	conf.high	qval
Hydrocortisone 17-butyrate (D07AB02)	I9_HEARTFAIL1	22.102771481531086	1.7510545202608896	12.6225489987816	3.1895098075705066e-36	18.670310744496838	25.535232218565334	4.56621141972769e-36
Hydrocortisone 17-butyrate (D07AB02)	PRS_SCORE	4.4905964014793565	0.2984883575355557	15.04446082438723	1.519071398786571e-50	3.905492079570529	5.075700723388184	1.848594690308654e-50
Isophane insulin (biosynthetic human) (A10AC01)	(Intercept)	419.7286983293568	1.3936637325079735	301.16927673365814	0	416.99680392680585	422.46059273190775	0
Isophane insulin (biosynthetic human) (A10AC01)	med1	0.28868933464256435	6.685000350803619	0.04318464016353572	0.9655552973454773	-12.815415058277686	13.392793727562815	0.9957070847893525
Isophane insulin (biosynthetic human) (A10AC01)	ECG_EVENT_AGE	0.14181559665176793	0.021027175549629563	6.744395904102599	1.6303257467745867e-11	0.10059760278023695	0.18303359052329893	2.2585473621141083e-11
Isophane insulin (biosynthetic human) (A10AC01)	SEX_IMPUTED1	4.39375086747612	0.6230600066819767	7.051890380309365	1.893874576183105e-12	3.1724131049982587	5.6150886299539815	2.4804832901560538e-12
Isophane insulin (biosynthetic human) (A10AC01)	N14_CHRONKIDNEYDIS1	-0.7237779660248914	2.8031572883589204	-0.2582009825244661	0.7962576438808191	-6.218596785595305	4.771040853545522	0.8403397943601283
Isophane insulin (biosynthetic human) (A10AC01)	I9_CHD1	1.8273843612477203	1.1344013895880278	1.61087986846645	0.10724062114770262	-0.3962975314313606	4.051066253926801	0.11877520867542024
Isophane insulin (biosynthetic human) (A10AC01)	E4_DIABETES1	2.9157718674138917	0.8404540145878765	3.4692818605235223	5.242708436975225e-4	1.2682929494382917	4.563250785389492	6.058406818536943e-4
Isophane insulin (biosynthetic human) (A10AC01)	I9_HEARTFAIL1	22.09811592760401	1.7523907919447235	12.610267087217759	3.717679277043993e-36	18.66303579749222	25.5331960577158	4.56621141972769e-36
Isophane insulin (biosynthetic human) (A10AC01)	PRS_SCORE	4.491921910678876	0.2984819963305729	15.049222284428877	1.4160750777725615e-50	3.9068300581626865	5.077013763195065	1.848594690308654e-50
Carbomer (S01XA20)	(Intercept)	419.65659571838836	1.3961257752164058	300.5865253460704	0	416.91987515832386	422.39331627845286	0
Carbomer (S01XA20)	med1	-1.3405119423578813	1.5599627172470598	-0.859323064286784	0.39018495839731127	-4.3983897618275005	1.7173658771117375	0.9544077744167605
Carbomer (S01XA20)	ECG_EVENT_AGE	0.14337813546587275	0.02110456682904567	6.793701885818624	1.1615312072167456e-11	0.10200843727850753	0.18474783365323796	2.2585473621141083e-11
Carbomer (S01XA20)	SEX_IMPUTED1	4.443905493620543	0.6257647850896702	7.10155892358779	1.3262232559189424e-12	3.2172657570582865	5.670545230182799	2.4804832901560538e-12
Carbomer (S01XA20)	N14_CHRONKIDNEYDIS1	-0.742743587576223	2.8030901379991944	-0.2649731371486979	0.7910361625682556	-6.23743077733696	4.751943602184514	0.8403397943601283
Carbomer (S01XA20)	I9_CHD1	1.821031530529953	1.1341508720120355	1.6056342903474208	0.10838901545005002	-0.4021592913494576	4.0442223524093635	0.11877520867542024
Carbomer (S01XA20)	E4_DIABETES1	2.9101206717543797	0.8368611591972386	3.477423512576353	5.086249885769479e-4	1.2696845585113068	4.550556784997452	6.058406818536943e-4
Carbomer (S01XA20)	I9_HEARTFAIL1	22.118069479833352	1.751108745965974	12.63089430098885	2.8738939649762714e-36	18.68550244821976	25.550636511446942	4.56621141972769e-36
Carbomer (S01XA20)	PRS_SCORE	4.496420917704212	0.298512572576781	15.062752228124927	1.159824409600193e-50	3.911269128867719	5.081572706540705	1.848594690308654e-50
Isosorbide- 5-mononitrate (C01DA14)	(Intercept)	419.7206007472337	1.3944834747291992	300.9864285618308	0	416.9870994655386	422.45410202892873	0
Isosorbide- 5-mononitrate (C01DA14)	med1	-0.5504325973652402	3.280601382779509	-0.1677840533307594	0.866756899966332	-6.98114923694378	5.880284042213299	0.9875125052247994
Isosorbide- 5-mononitrate (C01DA14)	ECG_EVENT_AGE	0.1419747477382225	0.02104797921306064	6.745291141779762	1.6203543750448857e-11	0.10071597400684854	0.18323352146959646	2.2585473621141083e-11
Isosorbide- 5-mononitrate (C01DA14)	SEX_IMPUTED1	4.393674071374641	0.6230589820352227	7.051778720888833	1.8953870366622352e-12	3.1723383174348987	5.615009825314384	2.4804832901560538e-12
Isosorbide- 5-mononitrate (C01DA14)	N14_CHRONKIDNEYDIS1	-0.7185677065645404	2.80323500424572	-0.2563351647208361	0.7976978460839256	-6.213538866754277	4.776403453625196	0.8403397943601283
Isosorbide- 5-mononitrate (C01DA14)	I9_CHD1	1.8556828619959278	1.1475133706860965	1.6171339780436875	0.105884054893425	-0.3937014630078477	4.105067186999703	0.11877520867542024
Isosorbide- 5-mononitrate (C01DA14)	E4_DIABETES1	2.923536763064358	0.8372384011796317	3.491880877591406	4.8191012372571766e-4	1.2823611706800346	4.564712355448681	6.058406818536943e-4
Isosorbide- 5-mononitrate (C01DA14)	I9_HEARTFAIL1	22.108462352873794	1.7516214997022796	12.621712143080874	3.222999952736013e-36	18.67489020859965	25.542034497147938	4.56621141972769e-36
Isosorbide- 5-mononitrate (C01DA14)	PRS_SCORE	4.491431298273166	0.2984872124680465	15.047315632504626	1.4564560272191627e-50	3.906329220954224	5.076533375592107	1.848594690308654e-50
Enalapril maleate (C09BA02)	(Intercept)	419.7692770461622	1.393328816428662	301.27079272077503	0	417.0380391544618	422.5005149378626	0
Enalapril maleate (C09BA02)	med1	5.680336827714295	2.3756317232801787	2.39108476791643	0.01681888567147159	1.0235642821071398	10.33710937332145	0.2727920760470834
Enalapril maleate (C09BA02)	ECG_EVENT_AGE	0.13924971793954477	0.021047937643535502	6.615836681857181	3.903010191104048e-11	0.09799102569379062	0.18050841018529892	4.023271009317338e-11
Enalapril maleate (C09BA02)	SEX_IMPUTED1	4.451184810972948	0.6233273914635434	7.141006270431618	9.97671345811158e-13	3.229322914178428	5.673046707767468	2.4804832901560538e-12
Enalapril maleate (C09BA02)	N14_CHRONKIDNEYDIS1	-0.5814373968217135	2.802855640269781	-0.20744464626289097	0.8356672640698415	-6.075664918285534	4.912790124642107	0.8448504208178617
Enalapril maleate (C09BA02)	I9_CHD1	1.8633708321050884	1.1339285228376863	1.6432877333766622	0.10035799263946099	-0.3593841353779943	4.086125799588171	0.11877520867542024
Enalapril maleate (C09BA02)	E4_DIABETES1	2.822637063775542	0.8375393169769859	3.3701546978875774	7.543862016682493e-4	1.1808716087412436	4.46440251880984	7.842206842201009e-4
Enalapril maleate (C09BA02)	I9_HEARTFAIL1	22.08582097306423	1.7505292190427535	12.616653714093088	3.433005521172164e-36	18.65438994457732	25.51725200155114	4.56621141972769e-36
Enalapril maleate (C09BA02)	PRS_SCORE	4.486624804912034	0.29839148014309785	15.036035220443994	1.7199372761343182e-50	3.901710384483754	5.071539225340313	1.8694269122812735e-50
Alendronate sodium hydrate (M05BA04)	(Intercept)	419.6788177015104	1.395108137266724	300.82171158698793	0	416.94409194073194	422.4135434622889	0
Alendronate sodium hydrate (M05BA04)	med1	-3.501562267653793	4.531941023374299	-0.7726407403789806	0.4397551107523461	-12.385186075648896	5.382061540341309	0.9544077744167605
Alendronate sodium hydrate (M05BA04)	ECG_EVENT_AGE	0.1427200858272776	0.02105886879452085	6.777196212192123	1.3014744130096494e-11	0.10143996606676953	0.18400020558778568	2.2585473621141083e-11
Alendronate sodium hydrate (M05BA04)	SEX_IMPUTED1	4.412242474882137	0.6235000070522587	7.076571651926741	1.587047361289812e-12	3.190042212706066	5.634442737058208	2.4804832901560538e-12
Alendronate sodium hydrate (M05BA04)	N14_CHRONKIDNEYDIS1	-0.6707458748064913	2.8038366712260467	-0.23922430350166976	0.8109370503695329	-6.1668964376149615	4.825404688001979	0.8403397943601283
Alendronate sodium hydrate (M05BA04)	I9_CHD1	1.8230769927390986	1.1341506194522373	1.6074381669161308	0.10799300661161323	-0.4001133340662977	4.046267319544495	0.11877520867542024
Alendronate sodium hydrate (M05BA04)	E4_DIABETES1	2.909208787858347	0.8369005543703919	3.476170224366707	5.110047484570744e-4	1.2686954512144533	4.549722124502241	6.058406818536943e-4
Alendronate sodium hydrate (M05BA04)	I9_HEARTFAIL1	22.117820497160174	1.7511448655785833	12.630491589770548	2.8883853620120515e-36	18.685182662981227	25.550458331339122	4.56621141972769e-36
Alendronate sodium hydrate (M05BA04)	PRS_SCORE	4.493625396897568	0.2984763357160283	15.055214967436559	1.2962740178614977e-50	3.908544640459169	5.078706153335967	1.848594690308654e-50
Eprosartan mesilate (C09DA02)	(Intercept)	419.72749111817393	1.3936646480637573	301.1682126696036	0	416.9955949209277	422.45938731542014	0
Eprosartan mesilate (C09DA02)	med1	3.311308108562551	12.609150307494271	0.2626115184458122	0.7928559711481304	-21.405462761249677	28.028078978374776	0.9757941870656709
Eprosartan mesilate (C09DA02)	ECG_EVENT_AGE	0.14177368080252642	0.02102771406866871	6.742229818207828	1.6547014236918343e-11	0.10055463131254574	0.1829927302925071	2.2585473621141083e-11
Eprosartan mesilate (C09DA02)	SEX_IMPUTED1	4.396803061410753	0.6231674633230349	7.055572250137773	1.8446604096945057e-12	3.1752546597454203	5.6183514630760865	2.4804832901560538e-12
Eprosartan mesilate (C09DA02)	N14_CHRONKIDNEYDIS1	-0.7181423918161312	2.8031628692299937	-0.2561900343712098	0.7978098993892601	-6.212972151149194	4.776687367516932	0.8403397943601283
Eprosartan mesilate (C09DA02)	I9_CHD1	1.8309896455442214	1.1343090595965257	1.614189386969637	0.10652105474509144	-0.39251125958306465	4.054490550671508	0.11877520867542024
Eprosartan mesilate (C09DA02)	E4_DIABETES1	2.919282358469021	0.8368263355734806	3.488516355628823	4.8800770081844916e-4	1.2789145073616426	4.559650209576399	6.058406818536943e-4
Eprosartan mesilate (C09DA02)	I9_HEARTFAIL1	22.090218652611853	1.7515474991829074	12.611829632320497	3.6459347962020426e-36	18.656791566001147	25.52364573922256	4.56621141972769e-36
Eprosartan mesilate (C09DA02)	PRS_SCORE	4.491958411736339	0.2984764388955924	15.049624782301942	1.4076941536481018e-50	3.9068774530427848	5.077039370429892	1.848594690308654e-50
Aciclovir (S01AD03)	(Intercept)	419.74913294238394	1.3942078512726606	301.0663959173868	0	417.01617194466166	422.4820939401062	0
Aciclovir (S01AD03)	med1	-6.509892848884501	12.606678948864635	-0.5163844399694802	0.6055984897803939	-31.22181929988212	18.20203360211312	0.9675018601624734
Aciclovir (S01AD03)	ECG_EVENT_AGE	0.14156404502016262	0.021032551082961745	6.730712050182168	1.7904329482437614e-11	0.10033551389414308	0.18279257614618216	2.2585473621141083e-11
Aciclovir (S01AD03)	SEX_IMPUTED1	4.391905526472469	0.6230607294867059	7.048920464126568	1.9345089511308474e-12	3.170566347134752	5.613244705810185	2.4804832901560538e-12
Aciclovir (S01AD03)	N14_CHRONKIDNEYDIS1	-0.7247358925692042	2.8030712669654565	-0.25855064803749617	0.7959878183449444	-6.219386090859016	4.769914305720608	0.8403397943601283
Aciclovir (S01AD03)	I9_CHD1	1.8243447757036901	1.1341700789991274	1.6085283940073805	0.10775422269510608	-0.39888369619078645	4.047573247598167	0.11877520867542024
Aciclovir (S01AD03)	E4_DIABETES1	2.9161467829336964	0.8368371236792013	3.48472444687049	4.949660586270013e-4	1.2757577847124595	4.556535781154933	6.058406818536943e-4
Aciclovir (S01AD03)	I9_HEARTFAIL1	22.100758568710063	1.7510423396658787	12.62148725251679	3.232059283708434e-36	18.668321708381907	25.53319542903822	4.56621141972769e-36
Aciclovir (S01AD03)	PRS_SCORE	4.493321985128655	0.2984865306366683	15.053684250155111	1.3258794733033471e-50	3.9082212443525846	5.078422725904725	1.848594690308654e-50
Levomepromazine maleate (N05AA02)	(Intercept)	419.7220640188267	1.3936487305763372	301.16775828099276	0	416.9901990234363	422.4539290142171	0
Levomepromazine maleate (N05AA02)	med1	6.6303816053341595	8.914499417653747	0.743774977673311	0.45703184062070434	-10.844042455917938	24.10480566658626	0.9544077744167605
Levomepromazine maleate (N05AA02)	ECG_EVENT_AGE	0.14179606687910026	0.021026512257717907	6.743679842911331	1.638344646426212e-11	0.10057937320891516	0.18301276054928536	2.2585473621141083e-11
Levomepromazine maleate (N05AA02)	SEX_IMPUTED1	4.396390315984337	0.623051183034418	7.056226576078061	1.8360465646279933e-12	3.1750698498404573	5.617710782128216	2.4804832901560538e-12
Levomepromazine maleate (N05AA02)	N14_CHRONKIDNEYDIS1	-0.7150308084170365	2.803046129733646	-0.25509063187803505	0.7986588693131293	-6.209631732078202	4.779570115244129	0.8403397943601283
Levomepromazine maleate (N05AA02)	I9_CHD1	1.8250681259216934	1.1341465652369467	1.609199535458981	0.10760743587353758	-0.39811425370978926	4.048250505553176	0.11877520867542024
Levomepromazine maleate (N05AA02)	E4_DIABETES1	2.910554658770007	0.8368834657195254	3.4778493995787163	5.078186639104981e-4	1.2700748197256848	4.551034497814329	6.058406818536943e-4
Levomepromazine maleate (N05AA02)	I9_HEARTFAIL1	22.11110817873562	1.7510668092344452	12.627221338517888	3.0087856200001576e-36	18.678623352548957	25.543593004922283	4.56621141972769e-36
Levomepromazine maleate (N05AA02)	PRS_SCORE	4.4912320235400465	0.2984693548936451	15.047548265517666	1.4514683282852065e-50	3.906164951083765	5.076299095996328	1.848594690308654e-50
Salbutamol sulphate (R03AC02)	(Intercept)	419.67139811458617	1.398632755703068	300.05832224601716	0	416.92976330885466	422.4130329203177	0
Salbutamol sulphate (R03AC02)	med1	0.5656024697513008	1.166160861023923	0.48501239293409787	0.6276792397719031	-1.7203351308291133	2.8515400703317146	0.9675018601624734
Salbutamol sulphate (R03AC02)	ECG_EVENT_AGE	0.14224489979461574	0.021045318716061866	6.758980546398373	1.4751158465470037e-11	0.10099134123580417	0.18349845835342732	2.2585473621141083e-11
Salbutamol sulphate (R03AC02)	SEX_IMPUTED1	4.382269608541084	0.6234996101351409	7.0285041679356395	2.237943238569604e-12	3.1600701244118454	5.604469092670323	2.509697899921505e-12
Salbutamol sulphate (R03AC02)	N14_CHRONKIDNEYDIS1	-0.7256782343429371	2.8030794002025807	-0.25888607874985337	0.7957290002685237	-6.220344375606981	4.768987906921106	0.8403397943601283
Salbutamol sulphate (R03AC02)	I9_CHD1	1.8271625943454333	1.1341659954914867	1.6110186706432148	0.10721036514616807	-0.3960578729555353	4.050383061646402	0.11877520867542024
Salbutamol sulphate (R03AC02)	E4_DIABETES1	2.9206538883416195	0.8368243343280234	3.4901636682051413	4.850133140054117e-4	1.280289960125492	4.561017816557747	6.058406818536943e-4
Salbutamol sulphate (R03AC02)	I9_HEARTFAIL1	22.07185903874256	1.7520797344777257	12.597519738633311	4.3578922445149475e-36	18.637388651234485	25.506329426250634	4.787177152183584e-36
Salbutamol sulphate (R03AC02)	PRS_SCORE	4.49084319643315	0.2984806274681998	15.04567728406965	1.4920692068260302e-50	3.9057540271951194	5.07593236567118	1.848594690308654e-50
Tiotropium bromide monohydrate (R03BB04)	(Intercept)	419.73912338730486	1.3935328413921546	301.2050458516506	0	417.0074855607832	422.4707612138265	0
Tiotropium bromide monohydrate (R03BB04)	med1	3.1603541272722486	2.2559463037390644	1.400899534724827	0.1612782467900865	-1.2618080743296618	7.582516328874159	0.7709700237210514
Tiotropium bromide monohydrate (R03BB04)	ECG_EVENT_AGE	0.14093403295081047	0.021034318865959408	6.700194755480724	2.2049903760225993e-11	0.09970203657247534	0.1821660293291456	2.4149894594533234e-11
Tiotropium bromide monohydrate (R03BB04)	SEX_IMPUTED1	4.387529323423206	0.623008345308186	7.042488847003822	2.0254604832934607e-12	3.1662928288585395	5.608765817987873	2.4804832901560538e-12
Tiotropium bromide monohydrate (R03BB04)	N14_CHRONKIDNEYDIS1	-0.7704809608156976	2.8030123109254577	-0.27487605309921437	0.7834177112358097	-6.265015592005705	4.72405367037431	0.8403397943601283
Tiotropium bromide monohydrate (R03BB04)	I9_CHD1	1.8265081611480503	1.1340572361355623	1.6105960995161925	0.1073024979578856	-0.3964991133512801	4.049515435647381	0.11877520867542024
Tiotropium bromide monohydrate (R03BB04)	E4_DIABETES1	2.9001494283888287	0.836848823193581	3.4655595467306552	5.315724586137547e-4	1.259737496487751	4.540561360289907	6.058406818536943e-4
Tiotropium bromide monohydrate (R03BB04)	I9_HEARTFAIL1	21.9237914837641	1.7554454082659274	12.489019242940152	1.6746433753275505e-35	18.48272361856587	25.364859348962327	1.7071156845444284e-35
Tiotropium bromide monohydrate (R03BB04)	PRS_SCORE	4.48691632531911	0.2984658453145577	15.033265600592525	1.7915767809560246e-50	3.901856132427275	5.0719765182109455	1.9110152330197596e-50
Candesartan cilexetil (C09DA06)	(Intercept)	419.81399602684604	1.3935990925851411	301.24445277019134	0	417.0822283330838	422.5457637206083	0
Candesartan cilexetil (C09DA06)	med1	5.43099168501771	2.1680419642380504	2.505021477721447	0.012261748331661436	1.1811417617948905	9.680841608240529	0.26543078741478876
Candesartan cilexetil (C09DA06)	ECG_EVENT_AGE	0.13909157547578158	0.021048027799857327	6.60829493377638	4.1060607079016576e-11	0.09783270650335714	0.18035044444820603	4.2207551410832684e-11
Candesartan cilexetil (C09DA06)	SEX_IMPUTED1	4.36761251669088	0.6229322090293541	7.011376925743564	2.5281245185525025e-12	3.1465252663586067	5.588699767023153	2.6657588046628105e-12
Candesartan cilexetil (C09DA06)	N14_CHRONKIDNEYDIS1	-0.6553853163805664	2.802273992531719	-0.2338762441243147	0.8150863218845182	-6.148472677443564	4.837702044682432	0.8403397943601283
Candesartan cilexetil (C09DA06)	I9_CHD1	1.8744146062312432	1.133950330309645	1.6529953350949698	0.09836633877735827	-0.34838310880219003	4.097212321264676	0.11877520867542024
Candesartan cilexetil (C09DA06)	E4_DIABETES1	2.8170166543349953	0.8375334599081012	3.3634675976337634	7.728781332665685e-4	1.1752626804731836	4.458770628196807	8.0118071279464e-4
Candesartan cilexetil (C09DA06)	I9_HEARTFAIL1	22.153516723783905	1.7505892270069492	12.654891497110741	2.1290446513965777e-36	18.72196806618915	25.585065381378662	4.56621141972769e-36
Candesartan cilexetil (C09DA06)	PRS_SCORE	4.498118873608826	0.29838482979363373	15.074891296316153	9.695000499608946e-51	3.9132174893614073	5.083020257856244	1.848594690308654e-50
Paracetamol (N02BE01)	(Intercept)	419.58949218196335	1.3970486639144517	300.33992588797673	0	416.85096255245867	422.32802181146803	0
Paracetamol (N02BE01)	med1	1.2123921619079425	0.8655185877339839	1.4007696415649593	0.16131709735467653	-0.4842189573892466	2.9090032812051314	0.7709700237210514
Paracetamol (N02BE01)	ECG_EVENT_AGE	0.14199427470768214	0.021025242426066654	6.753514267766094	1.5315135754558664e-11	0.10078007019316589	0.1832084792221984	2.2585473621141083e-11
Paracetamol (N02BE01)	SEX_IMPUTED1	4.34884184923423	0.6238162228526986	6.971351000374865	3.357841335403044e-12	3.126021732960596	5.571661965507864	3.4324600317453337e-12
Paracetamol (N02BE01)	N14_CHRONKIDNEYDIS1	-0.7420198614384153	2.8028407320647495	-0.2647385036722356	0.7912169148970983	-6.236218159466963	4.752178436590134	0.8403397943601283
Paracetamol (N02BE01)	I9_CHD1	1.7947066068362172	1.1342831588496642	1.582238608440879	0.11362989221740342	-0.42874352700117835	4.0181567406736125	0.11879488731819449
Paracetamol (N02BE01)	E4_DIABETES1	2.8958478344643335	0.8369042398050973	3.4601901827367176	5.422719834232129e-4	1.2553272735394256	4.536368395389241	6.084027131089706e-4
Paracetamol (N02BE01)	I9_HEARTFAIL1	22.031978080879288	1.7515733448515762	12.578393103342309	5.529538526343825e-36	18.59850033094434	25.465455830814236	5.797350933602643e-36
